f-end f-init score video-frames video-name
277 143 1.0 750 video_test_0000560
550 416 0.99686189495800392 750 video_test_0000560
616 465 0.98519957836960226 750 video_test_0000560
295 252 0.98318967647625322 750 video_test_0000560
459 416 0.97881455255150629 750 video_test_0000560
626 531 0.97698356448872703 750 video_test_0000560
555 512 0.97671524332169557 750 video_test_0000560
293 198 0.97653041610350133 750 video_test_0000560
331 180 0.975334502017557 750 video_test_0000560
223 180 0.97273106279087673 750 video_test_0000560
307 264 0.97100845568512084 750 video_test_0000560
599 504 0.96972505896792149 750 video_test_0000560
631 588 0.96371155990607316 750 video_test_0000560
207 164 0.96358463142063833 750 video_test_0000560
187 144 0.9601728990207421 750 video_test_0000560
617 176 0.95811306948119324 750 video_test_0000560
279 236 0.95455768645847461 750 video_test_0000560
347 252 0.94990110365606917 750 video_test_0000560
539 496 0.94830088188612482 750 video_test_0000560
615 572 0.94747210878334109 750 video_test_0000560
572 477 0.94350848026967526 750 video_test_0000560
471 428 0.94231310932748014 750 video_test_0000560
653 558 0.94168104532108987 750 video_test_0000560
230 135 0.93653265268660146 750 video_test_0000560
668 493 0.93506972311608683 750 video_test_0000560
379 204 0.93460198746930212 750 video_test_0000560
595 552 0.93367487696378948 750 video_test_0000560
239 196 0.93298108452704143 750 video_test_0000560
483 440 0.92801223822068835 750 video_test_0000560
571 528 0.92644413429870776 750 video_test_0000560
468 208 0.92427881459126204 750 video_test_0000560
546 286 0.9221310805308971 750 video_test_0000560
647 604 0.91780311897880351 750 video_test_0000560
624 364 0.90891277888145838 750 video_test_0000560
323 280 0.90693518562445019 750 video_test_0000560
523 480 0.90262608599295557 750 video_test_0000560
320 225 0.90243918614063656 750 video_test_0000560
374 279 0.90210889586942544 750 video_test_0000560
255 212 0.89986326253309479 750 video_test_0000560
503 460 0.88849055589141812 750 video_test_0000560
485 351 0.88660640221271581 750 video_test_0000560
500 405 0.88567704575983841 750 video_test_0000560
583 540 0.88290554458611725 750 video_test_0000560
363 320 0.87236540359579251 750 video_test_0000560
339 296 0.86822011913007491 750 video_test_0000560
421 270 0.86538151999072543 750 video_test_0000560
267 224 0.86169914734118347 750 video_test_0000560
364 104 0.85894889695146392 750 video_test_0000560
435 319 0.85809110400961774 750 video_test_0000560
719 403 0.85706703498204095 750 video_test_0000560
526 375 0.8546083750078084 750 video_test_0000560
680 585 0.83002415741814783 750 video_test_0000560
691 540 0.82956917218242265 750 video_test_0000560
379 336 0.82630383626652337 750 video_test_0000560
351 308 0.82200403326200244 750 video_test_0000560
443 400 0.81921317908430669 750 video_test_0000560
512 46 0.80506356425182468 750 video_test_0000560
175 132 0.80189924844097882 750 video_test_0000560
401 306 0.79969161097883001 750 video_test_0000560
659 616 0.78686322224419358 750 video_test_0000560
718 0 0.77553906372813353 750 video_test_0000560
215 99 0.75261287664682575 750 video_test_0000560
286 66 0.7461303476509431 750 video_test_0000560
391 348 0.7315784626551165 750 video_test_0000560
721 605 0.68663196391676584 750 video_test_0000560
427 384 0.68169294472138364 750 video_test_0000560
403 360 0.6497667106722067 750 video_test_0000560
675 632 0.63580084950558868 750 video_test_0000560
163 120 0.56262590114455735 750 video_test_0000560
182 66 0.53844220175881774 750 video_test_0000560
687 644 0.53028020557317657 750 video_test_0000560
415 372 0.52533063125098078 750 video_test_0000560
220 0 0.48723503692308545 750 video_test_0000560
707 664 0.48031745941120785 750 video_test_0000560
727 684 0.46936187288608033 750 video_test_0000560
151 108 0.39089131675189237 750 video_test_0000560
160 26 0.32214787529811983 750 video_test_0000560
139 96 0.21919753118814311 750 video_test_0000560
113 18 0.15295401324259417 750 video_test_0000560
79 36 0.13554562771610312 750 video_test_0000560
63 20 0.12285131698963025 750 video_test_0000560
95 52 0.11552950030192821 750 video_test_0000560
107 64 0.11545989783300969 750 video_test_0000560
123 80 0.10663192402210941 750 video_test_0000560
47 4 0.071960587533331344 750 video_test_0000560
